顧客ID,売上_バッグ,購買回数_バッグ,売上_小物,購買回数_小物,売上_ボトムス,購買回数_ボトムス,売上_トップス,購買回数_トップス,売上_アウター,購買回数_アウター,group
C00000554,9800.0,1.0,0.0,0.0,0.0,0.0,18400.0,1.0,39600.0,1.0,0
C00000555,0.0,0.0,0.0,0.0,34100.0,2.0,33500.0,2.0,37600.0,2.0,0
C00000556,0.0,0.0,1200.0,1.0,52200.0,3.0,101000.0,4.0,18900.0,1.0,2
C00000557,0.0,0.0,2180.0,1.0,14300.0,1.0,28200.0,2.0,0.0,0.0,3
C00000558,0.0,0.0,12360.0,3.0,57700.0,3.0,7600.0,1.0,16800.0,1.0,0
C00000559,13600.0,1.0,0.0,0.0,46700.0,3.0,64500.0,3.0,35200.0,1.0,0
C00000560,0.0,0.0,10560.0,2.0,0.0,0.0,32300.0,3.0,18900.0,1.0,0
C00000561,0.0,0.0,0.0,0.0,20000.0,1.0,31500.0,2.0,20800.0,1.0,0
C00000562,0.0,0.0,0.0,0.0,14300.0,1.0,0.0,0.0,31900.0,1.0,0
C00000563,0.0,0.0,0.0,0.0,30800.0,2.0,55600.0,2.0,0.0,0.0,3
C00000564,12900.0,1.0,9600.0,2.0,59400.0,3.0,100400.0,2.0,18900.0,1.0,2
C00000565,32900.0,3.0,22980.0,3.0,0.0,0.0,17000.0,2.0,19800.0,1.0,1
C00000566,9800.0,1.0,0.0,0.0,0.0,0.0,12300.0,1.0,0.0,0.0,3
C00000567,9800.0,1.0,0.0,0.0,53000.0,2.0,0.0,0.0,0.0,0.0,3
C00000568,30600.0,1.0,0.0,0.0,34100.0,2.0,26700.0,1.0,56700.0,1.0,0
C00000569,15690.0,2.0,0.0,0.0,19800.0,1.0,42600.0,2.0,0.0,0.0,3
C00000570,0.0,0.0,0.0,0.0,0.0,0.0,22300.0,2.0,0.0,0.0,3
C00000571,0.0,0.0,2280.0,1.0,0.0,0.0,26000.0,2.0,0.0,0.0,3
C00000572,8800.0,1.0,0.0,0.0,50500.0,3.0,0.0,0.0,0.0,0.0,3
C00000573,9800.0,1.0,0.0,0.0,19800.0,1.0,66000.0,4.0,37800.0,1.0,0
C00000574,0.0,0.0,4800.0,1.0,108200.0,4.0,25200.0,2.0,0.0,0.0,3
C00000575,0.0,0.0,0.0,0.0,34100.0,2.0,26000.0,2.0,0.0,0.0,3
C00000576,7800.0,1.0,6480.0,2.0,0.0,0.0,0.0,0.0,31900.0,1.0,0
C00000577,26800.0,3.0,2280.0,1.0,50500.0,3.0,51100.0,5.0,22100.0,1.0,1
C00000578,0.0,0.0,4360.0,1.0,57200.0,1.0,0.0,0.0,22100.0,1.0,0
C00000579,0.0,0.0,0.0,0.0,0.0,0.0,80600.0,5.0,0.0,0.0,3
C00000580,38400.0,2.0,0.0,0.0,14300.0,1.0,15200.0,2.0,0.0,0.0,1
C00000581,12900.0,1.0,2280.0,1.0,0.0,0.0,0.0,0.0,36000.0,1.0,0
C00000582,12900.0,1.0,0.0,0.0,84600.0,4.0,15900.0,1.0,0.0,0.0,3
C00000583,19600.0,1.0,2180.0,1.0,50500.0,3.0,7600.0,1.0,22100.0,1.0,0
C00000584,23490.0,3.0,3380.0,2.0,72000.0,3.0,26900.0,2.0,0.0,0.0,1
C00000585,0.0,0.0,2180.0,1.0,14300.0,1.0,37600.0,3.0,82400.0,1.0,0
C00000586,0.0,0.0,5280.0,1.0,0.0,0.0,7600.0,1.0,0.0,0.0,3
C00000587,0.0,0.0,0.0,0.0,18100.0,1.0,69300.0,3.0,0.0,0.0,3
C00000588,0.0,0.0,1200.0,1.0,0.0,0.0,12400.0,1.0,71500.0,2.0,0
C00000589,9800.0,1.0,980.0,1.0,19800.0,1.0,32800.0,2.0,0.0,0.0,3
C00000590,30600.0,1.0,5760.0,2.0,144800.0,2.0,39700.0,3.0,31000.0,1.0,2
C00000591,0.0,0.0,4800.0,1.0,18100.0,1.0,8900.0,1.0,21000.0,1.0,0
C00000592,21490.0,3.0,6260.0,2.0,47300.0,3.0,16000.0,1.0,39600.0,1.0,1
C00000593,0.0,0.0,0.0,0.0,36500.0,2.0,7900.0,1.0,0.0,0.0,3
C00000594,25400.0,3.0,12740.0,2.0,90400.0,5.0,69700.0,5.0,82400.0,1.0,2
C00000595,5890.0,1.0,4360.0,1.0,80000.0,1.0,18400.0,1.0,41600.0,1.0,0
C00000596,16600.0,2.0,0.0,0.0,20000.0,1.0,0.0,0.0,0.0,0.0,3
C00000597,0.0,0.0,0.0,0.0,0.0,0.0,71200.0,4.0,31000.0,1.0,0
C00000598,54300.0,3.0,0.0,0.0,28600.0,2.0,59900.0,5.0,0.0,0.0,1
C00000599,0.0,0.0,10560.0,1.0,20000.0,1.0,0.0,0.0,0.0,0.0,3
C00000600,0.0,0.0,6260.0,2.0,222300.0,8.0,39300.0,4.0,60100.0,2.0,2
C00000601,9800.0,1.0,16080.0,4.0,155700.0,7.0,71000.0,7.0,0.0,0.0,2
C00000602,0.0,0.0,1200.0,1.0,40000.0,1.0,15900.0,1.0,0.0,0.0,3
C00000603,0.0,0.0,0.0,0.0,33000.0,2.0,39000.0,2.0,0.0,0.0,3
C00000604,9800.0,1.0,4800.0,1.0,16500.0,1.0,7900.0,1.0,0.0,0.0,3
C00000605,0.0,0.0,2280.0,1.0,0.0,0.0,15900.0,1.0,38900.0,1.0,0
C00000606,20700.0,2.0,2280.0,1.0,102300.0,4.0,62100.0,5.0,85100.0,3.0,2
C00000607,9800.0,1.0,10080.0,2.0,134100.0,6.0,70400.0,6.0,0.0,0.0,2
C00000608,8800.0,1.0,1200.0,1.0,113200.0,4.0,34300.0,2.0,31000.0,1.0,2
C00000609,13600.0,1.0,3380.0,2.0,19800.0,1.0,31000.0,2.0,0.0,0.0,3
C00000610,0.0,0.0,5280.0,1.0,42900.0,1.0,0.0,0.0,0.0,0.0,3
C00000611,10200.0,1.0,0.0,0.0,14300.0,1.0,8700.0,1.0,0.0,0.0,3
C00000612,12900.0,1.0,0.0,0.0,52200.0,3.0,0.0,0.0,63800.0,1.0,0
C00000613,0.0,0.0,2180.0,1.0,0.0,0.0,22000.0,1.0,0.0,0.0,3
C00000614,0.0,0.0,9260.0,3.0,59400.0,2.0,48300.0,4.0,22100.0,1.0,2
C00000615,0.0,0.0,0.0,0.0,16500.0,1.0,7600.0,1.0,0.0,0.0,3
C00000616,40800.0,1.0,0.0,0.0,20000.0,1.0,10000.0,1.0,0.0,0.0,1
C00000617,16600.0,2.0,7560.0,2.0,188500.0,7.0,207600.0,12.0,14500.0,1.0,2
C00000618,0.0,0.0,4800.0,1.0,16500.0,1.0,7600.0,1.0,19800.0,1.0,0
C00000619,0.0,0.0,6100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3
C00000620,0.0,0.0,0.0,0.0,36500.0,2.0,0.0,0.0,0.0,0.0,3
C00000621,58300.0,3.0,1200.0,1.0,70300.0,4.0,30200.0,3.0,18900.0,1.0,1
C00000622,0.0,0.0,2180.0,2.0,28600.0,1.0,0.0,0.0,0.0,0.0,3
C00000623,21580.0,2.0,0.0,0.0,18100.0,1.0,58500.0,2.0,82400.0,1.0,0
C00000624,0.0,0.0,0.0,0.0,0.0,0.0,30700.0,2.0,31900.0,1.0,0
C00000625,0.0,0.0,19520.0,4.0,118800.0,3.0,103000.0,3.0,0.0,0.0,2
C00000626,0.0,0.0,0.0,0.0,16500.0,1.0,30500.0,2.0,19400.0,1.0,0
C00000627,8800.0,1.0,0.0,0.0,0.0,0.0,7900.0,1.0,0.0,0.0,3
C00000628,19600.0,2.0,0.0,0.0,72400.0,3.0,30200.0,3.0,41200.0,1.0,1
C00000629,9800.0,1.0,0.0,0.0,16500.0,1.0,7600.0,1.0,0.0,0.0,3
C00000630,5890.0,1.0,0.0,0.0,111500.0,5.0,24000.0,2.0,114000.0,2.0,0
C00000631,11780.0,1.0,4800.0,1.0,196200.0,8.0,65200.0,2.0,35200.0,1.0,2
C00000632,33200.0,2.0,1960.0,2.0,34100.0,2.0,133300.0,8.0,47800.0,2.0,2
C00000633,0.0,0.0,7460.0,2.0,0.0,0.0,8700.0,1.0,0.0,0.0,3
C00000634,78280.0,6.0,7240.0,2.0,79100.0,5.0,44100.0,3.0,16800.0,1.0,1
C00000635,0.0,0.0,1200.0,1.0,77500.0,3.0,24000.0,2.0,0.0,0.0,3
C00000636,20000.0,2.0,4360.0,1.0,68600.0,2.0,0.0,0.0,0.0,0.0,1
C00000637,0.0,0.0,15840.0,1.0,14300.0,1.0,16000.0,1.0,0.0,0.0,3
C00000638,0.0,0.0,4800.0,1.0,46700.0,2.0,0.0,0.0,0.0,0.0,3
C00000639,5890.0,1.0,15380.0,4.0,72000.0,4.0,22000.0,2.0,31000.0,1.0,2
C00000640,0.0,0.0,0.0,0.0,102700.0,5.0,15100.0,1.0,0.0,0.0,3
C00000641,0.0,0.0,4800.0,1.0,56500.0,3.0,14500.0,1.0,19400.0,1.0,0
C00000642,0.0,0.0,0.0,0.0,42900.0,2.0,16500.0,2.0,52900.0,2.0,0
C00000643,8800.0,1.0,6980.0,2.0,76500.0,3.0,0.0,0.0,39600.0,1.0,0
C00000644,12900.0,1.0,4560.0,2.0,75300.0,2.0,12400.0,1.0,22100.0,1.0,0
C00000645,0.0,0.0,2280.0,1.0,0.0,0.0,32300.0,3.0,0.0,0.0,3
C00000646,8800.0,1.0,0.0,0.0,39600.0,2.0,31000.0,2.0,0.0,0.0,3
C00000647,13600.0,1.0,0.0,0.0,0.0,0.0,62400.0,5.0,0.0,0.0,3
C00000648,8800.0,1.0,5280.0,1.0,46700.0,3.0,61300.0,3.0,0.0,0.0,3
C00000649,0.0,0.0,2400.0,1.0,0.0,0.0,0.0,0.0,63800.0,1.0,0
C00000650,0.0,0.0,4360.0,1.0,95600.0,3.0,0.0,0.0,0.0,0.0,3
C00000651,0.0,0.0,0.0,0.0,0.0,0.0,24700.0,2.0,0.0,0.0,3
C00000652,0.0,0.0,2180.0,1.0,14300.0,1.0,15900.0,1.0,0.0,0.0,3
C00000653,0.0,0.0,4800.0,1.0,16500.0,1.0,0.0,0.0,0.0,0.0,3
C00000654,0.0,0.0,10080.0,3.0,185800.0,9.0,67900.0,5.0,57000.0,2.0,2
C00000655,0.0,0.0,8660.0,3.0,20000.0,1.0,0.0,0.0,19400.0,1.0,0
C00000656,0.0,0.0,0.0,0.0,33000.0,2.0,24600.0,1.0,0.0,0.0,3
C00000657,0.0,0.0,7560.0,2.0,32400.0,2.0,40000.0,3.0,0.0,0.0,3
C00000658,0.0,0.0,0.0,0.0,53000.0,3.0,0.0,0.0,0.0,0.0,3
C00000659,0.0,0.0,0.0,0.0,20000.0,1.0,0.0,0.0,39600.0,1.0,0
C00000660,12900.0,1.0,980.0,1.0,0.0,0.0,40500.0,3.0,0.0,0.0,3
C00000661,0.0,0.0,0.0,0.0,27600.0,2.0,15900.0,1.0,21000.0,1.0,0
C00000662,0.0,0.0,0.0,0.0,57700.0,3.0,26700.0,3.0,0.0,0.0,3
C00000663,38400.0,2.0,4560.0,1.0,16500.0,1.0,0.0,0.0,0.0,0.0,1
C00000664,16600.0,2.0,1200.0,1.0,19800.0,1.0,52400.0,3.0,0.0,0.0,1
C00000665,0.0,0.0,8540.0,3.0,74100.0,3.0,34300.0,2.0,0.0,0.0,3
C00000666,67000.0,4.0,2280.0,1.0,64800.0,2.0,0.0,0.0,18900.0,1.0,1
C00000667,39200.0,2.0,0.0,0.0,88000.0,3.0,23500.0,2.0,0.0,0.0,1
C00000668,0.0,0.0,0.0,0.0,0.0,0.0,31900.0,2.0,0.0,0.0,3
C00000669,5890.0,1.0,8440.0,3.0,39600.0,1.0,48900.0,2.0,76400.0,2.0,0
C00000670,5890.0,1.0,9600.0,1.0,147800.0,5.0,92200.0,7.0,35200.0,1.0,2
C00000671,21400.0,3.0,14880.0,2.0,77000.0,2.0,20000.0,2.0,0.0,0.0,1
C00000672,0.0,0.0,7560.0,2.0,37900.0,2.0,15900.0,1.0,0.0,0.0,3
C00000673,19600.0,2.0,0.0,0.0,0.0,0.0,49400.0,3.0,85900.0,2.0,0
C00000674,12900.0,1.0,10080.0,2.0,28600.0,2.0,7600.0,1.0,31000.0,1.0,0
C00000675,0.0,0.0,0.0,0.0,114900.0,4.0,26200.0,3.0,35200.0,1.0,0
C00000676,25400.0,3.0,4800.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
C00000677,0.0,0.0,980.0,1.0,0.0,0.0,52800.0,2.0,0.0,0.0,3
C00000678,9800.0,1.0,0.0,0.0,0.0,0.0,30000.0,2.0,21000.0,1.0,0
C00000679,0.0,0.0,5280.0,1.0,14300.0,1.0,49600.0,2.0,0.0,0.0,3
C00000680,0.0,0.0,1200.0,1.0,96500.0,2.0,37000.0,3.0,30800.0,1.0,0
C00000681,0.0,0.0,2180.0,1.0,16500.0,1.0,7900.0,1.0,0.0,0.0,3
C00000682,25400.0,3.0,9600.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
C00000683,46800.0,3.0,5560.0,2.0,73700.0,2.0,7600.0,1.0,19800.0,1.0,1
C00000684,0.0,0.0,2940.0,1.0,36500.0,2.0,0.0,0.0,0.0,0.0,3
C00000685,0.0,0.0,980.0,1.0,62900.0,4.0,0.0,0.0,0.0,0.0,3
C00000686,14690.0,2.0,0.0,0.0,18100.0,1.0,34900.0,3.0,0.0,0.0,3
C00000687,0.0,0.0,2280.0,1.0,0.0,0.0,23900.0,2.0,30800.0,1.0,0
C00000688,0.0,0.0,0.0,0.0,60000.0,1.0,31900.0,2.0,0.0,0.0,3
C00000689,6800.0,1.0,980.0,1.0,0.0,0.0,16000.0,1.0,0.0,0.0,3
C00000690,0.0,0.0,0.0,0.0,54300.0,2.0,12300.0,1.0,38900.0,1.0,0
C00000691,20400.0,1.0,6540.0,2.0,52400.0,3.0,33800.0,2.0,0.0,0.0,1
C00000692,0.0,0.0,1200.0,1.0,30800.0,2.0,18400.0,1.0,0.0,0.0,3
C00000693,6800.0,1.0,0.0,0.0,92400.0,4.0,17400.0,1.0,0.0,0.0,3
C00000694,0.0,0.0,0.0,0.0,49500.0,3.0,0.0,0.0,0.0,0.0,3
C00000695,0.0,0.0,4800.0,1.0,14300.0,1.0,15900.0,1.0,0.0,0.0,3
C00000696,0.0,0.0,5280.0,1.0,0.0,0.0,36800.0,1.0,18900.0,1.0,0
C00000697,0.0,0.0,0.0,0.0,20000.0,1.0,18400.0,1.0,0.0,0.0,3
C00000698,0.0,0.0,0.0,0.0,36500.0,2.0,14500.0,1.0,0.0,0.0,3
C00000699,0.0,0.0,2280.0,1.0,54300.0,1.0,26900.0,2.0,0.0,0.0,3
C00000700,6800.0,1.0,7460.0,2.0,28600.0,2.0,37000.0,3.0,16800.0,1.0,0
C00000701,0.0,0.0,0.0,0.0,36500.0,2.0,15900.0,1.0,0.0,0.0,3
C00000702,5890.0,1.0,0.0,0.0,0.0,0.0,11000.0,1.0,62000.0,1.0,0
C00000703,7800.0,1.0,12120.0,2.0,62700.0,3.0,70300.0,3.0,0.0,0.0,2
C00000704,32500.0,2.0,0.0,0.0,19800.0,1.0,15200.0,1.0,62200.0,2.0,0
C00000705,0.0,0.0,21120.0,1.0,97300.0,3.0,60400.0,1.0,0.0,0.0,2
C00000706,5890.0,1.0,0.0,0.0,0.0,0.0,62400.0,3.0,20800.0,1.0,0
C00000707,7800.0,1.0,0.0,0.0,18100.0,1.0,18600.0,2.0,18900.0,1.0,0
C00000708,14600.0,2.0,19200.0,1.0,14300.0,1.0,0.0,0.0,0.0,0.0,1
C00000709,21980.0,3.0,8060.0,3.0,80800.0,4.0,58600.0,4.0,54100.0,2.0,2
C00000710,0.0,0.0,16820.0,2.0,111500.0,4.0,47700.0,2.0,39600.0,1.0,2
C00000711,26590.0,3.0,4560.0,2.0,52200.0,3.0,17600.0,1.0,0.0,0.0,1
C00000712,9800.0,1.0,2180.0,1.0,93500.0,5.0,61200.0,2.0,0.0,0.0,2
C00000713,5890.0,1.0,0.0,0.0,14300.0,1.0,12300.0,1.0,0.0,0.0,3
C00000714,9800.0,1.0,0.0,0.0,14300.0,1.0,60100.0,3.0,0.0,0.0,3
C00000715,13600.0,1.0,9740.0,4.0,74900.0,5.0,128600.0,6.0,38900.0,1.0,2
C00000716,0.0,0.0,3480.0,2.0,54300.0,2.0,0.0,0.0,18900.0,1.0,0
C00000717,9800.0,1.0,0.0,0.0,87300.0,4.0,15900.0,1.0,18000.0,1.0,0
C00000718,0.0,0.0,1200.0,1.0,61000.0,3.0,44900.0,3.0,0.0,0.0,3
C00000719,8800.0,1.0,1960.0,1.0,24100.0,2.0,63700.0,3.0,0.0,0.0,3
C00000720,9800.0,1.0,0.0,0.0,18100.0,1.0,35800.0,2.0,18900.0,1.0,0
C00000721,7800.0,1.0,0.0,0.0,42900.0,1.0,29600.0,3.0,80100.0,2.0,0
C00000722,0.0,0.0,2280.0,1.0,19800.0,1.0,0.0,0.0,22100.0,1.0,0
C00000723,0.0,0.0,2180.0,1.0,20000.0,1.0,14500.0,1.0,0.0,0.0,3
C00000724,0.0,0.0,5280.0,1.0,20000.0,1.0,8700.0,1.0,0.0,0.0,3
C00000725,15600.0,2.0,0.0,0.0,19800.0,1.0,11000.0,1.0,0.0,0.0,3
C00000726,0.0,0.0,2280.0,1.0,87300.0,4.0,23400.0,2.0,31000.0,1.0,0
C00000727,38700.0,1.0,2280.0,1.0,20000.0,1.0,15200.0,2.0,0.0,0.0,1
C00000728,0.0,0.0,0.0,0.0,18100.0,1.0,27300.0,2.0,0.0,0.0,3
C00000729,9800.0,1.0,7080.0,2.0,0.0,0.0,31800.0,1.0,0.0,0.0,3
C00000730,18600.0,2.0,4800.0,1.0,18100.0,1.0,0.0,0.0,78800.0,2.0,0
C00000731,9800.0,1.0,0.0,0.0,69500.0,4.0,0.0,0.0,0.0,0.0,3
C00000732,5890.0,1.0,0.0,0.0,19800.0,1.0,39400.0,2.0,0.0,0.0,3
C00000733,5890.0,1.0,2400.0,1.0,0.0,0.0,32900.0,2.0,0.0,0.0,3
C00000734,0.0,0.0,0.0,0.0,16500.0,1.0,12300.0,1.0,0.0,0.0,3
C00000735,0.0,0.0,0.0,0.0,14300.0,1.0,30200.0,2.0,124000.0,1.0,0
C00000736,0.0,0.0,0.0,0.0,56000.0,3.0,12400.0,1.0,31000.0,1.0,0
C00000737,0.0,0.0,4800.0,1.0,81900.0,3.0,43500.0,3.0,0.0,0.0,3
C00000738,12900.0,1.0,0.0,0.0,63800.0,3.0,16000.0,1.0,39200.0,2.0,0
C00000739,0.0,0.0,13020.0,3.0,0.0,0.0,18400.0,1.0,0.0,0.0,3
C00000740,6800.0,1.0,0.0,0.0,16500.0,1.0,15900.0,1.0,20800.0,1.0,0
C00000741,0.0,0.0,4580.0,3.0,0.0,0.0,15900.0,1.0,19800.0,1.0,0
C00000742,7800.0,1.0,7180.0,3.0,57700.0,3.0,117400.0,5.0,35200.0,1.0,2
C00000743,0.0,0.0,0.0,0.0,42900.0,1.0,26000.0,2.0,0.0,0.0,3
C00000744,21700.0,2.0,10100.0,3.0,82500.0,2.0,15200.0,2.0,96900.0,3.0,2
C00000745,0.0,0.0,6980.0,2.0,19800.0,1.0,42400.0,3.0,56700.0,1.0,0
C00000746,19600.0,2.0,0.0,0.0,19800.0,1.0,0.0,0.0,0.0,0.0,3
C00000747,8800.0,1.0,2400.0,1.0,33000.0,2.0,0.0,0.0,0.0,0.0,3
C00000748,0.0,0.0,1200.0,1.0,20000.0,1.0,41900.0,3.0,0.0,0.0,3
C00000749,0.0,0.0,0.0,0.0,20000.0,1.0,43500.0,2.0,0.0,0.0,3
C00000750,9800.0,1.0,0.0,0.0,18100.0,1.0,10000.0,1.0,0.0,0.0,3
C00000751,19700.0,2.0,9600.0,2.0,50500.0,3.0,92500.0,4.0,0.0,0.0,2
C00000752,0.0,0.0,0.0,0.0,0.0,0.0,32900.0,2.0,0.0,0.0,3
C00000753,20000.0,2.0,15140.0,3.0,192400.0,5.0,140800.0,5.0,0.0,0.0,2
C00000754,0.0,0.0,4800.0,1.0,0.0,0.0,72800.0,3.0,0.0,0.0,3
C00000755,27400.0,2.0,980.0,1.0,39600.0,1.0,26300.0,2.0,0.0,0.0,1
C00000756,9800.0,1.0,2180.0,1.0,0.0,0.0,18400.0,1.0,55600.0,2.0,0
C00000757,0.0,0.0,7960.0,3.0,53900.0,3.0,21300.0,2.0,0.0,0.0,3
C00000758,10200.0,1.0,13740.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3
C00000759,10200.0,1.0,6000.0,2.0,0.0,0.0,16000.0,1.0,0.0,0.0,3
C00000760,0.0,0.0,4800.0,1.0,182500.0,4.0,7600.0,1.0,18000.0,1.0,2
C00000761,17670.0,1.0,0.0,0.0,20000.0,1.0,0.0,0.0,0.0,0.0,3
C00000762,0.0,0.0,15840.0,3.0,97300.0,2.0,0.0,0.0,0.0,0.0,3
C00000763,9800.0,1.0,2280.0,1.0,40000.0,1.0,42000.0,3.0,38900.0,1.0,0
C00000764,0.0,0.0,0.0,0.0,30800.0,2.0,40500.0,3.0,0.0,0.0,3
C00000765,39200.0,1.0,10560.0,1.0,104400.0,5.0,17600.0,1.0,0.0,0.0,1
C00000766,0.0,0.0,3160.0,2.0,0.0,0.0,20000.0,2.0,16800.0,1.0,0
C00000767,13600.0,1.0,4460.0,3.0,36200.0,2.0,0.0,0.0,0.0,0.0,3
C00000768,8800.0,1.0,4800.0,1.0,34100.0,2.0,18400.0,1.0,0.0,0.0,3
C00000769,0.0,0.0,0.0,0.0,36500.0,2.0,7900.0,1.0,0.0,0.0,3
C00000770,6800.0,1.0,10560.0,1.0,0.0,0.0,11000.0,1.0,0.0,0.0,3
C00000771,9800.0,1.0,0.0,0.0,0.0,0.0,24600.0,2.0,0.0,0.0,3
C00000772,10200.0,1.0,1960.0,2.0,116600.0,5.0,55600.0,4.0,0.0,0.0,2
C00000773,19000.0,2.0,1200.0,1.0,57700.0,3.0,60400.0,4.0,37800.0,2.0,2
C00000774,0.0,0.0,0.0,0.0,0.0,0.0,86000.0,2.0,0.0,0.0,3
C00000775,0.0,0.0,14400.0,1.0,14300.0,1.0,16000.0,1.0,0.0,0.0,3
C00000776,8800.0,1.0,980.0,1.0,80800.0,4.0,0.0,0.0,128700.0,3.0,0
C00000777,26400.0,1.0,2180.0,1.0,20000.0,1.0,0.0,0.0,20800.0,1.0,0
C00000778,86800.0,7.0,19440.0,4.0,47400.0,3.0,118700.0,6.0,35900.0,2.0,1
C00000779,32290.0,4.0,1200.0,1.0,160400.0,9.0,106000.0,6.0,66000.0,2.0,2
C00000780,20000.0,2.0,2280.0,1.0,66000.0,3.0,49200.0,1.0,30800.0,1.0,1
C00000781,6800.0,1.0,0.0,0.0,20000.0,1.0,142200.0,5.0,176400.0,2.0,0
C00000782,9800.0,1.0,2280.0,1.0,49500.0,1.0,16000.0,1.0,77800.0,1.0,0
C00000783,0.0,0.0,2400.0,1.0,0.0,0.0,24600.0,1.0,0.0,0.0,3
C00000784,8800.0,1.0,0.0,0.0,0.0,0.0,34300.0,2.0,0.0,0.0,3
C00000785,0.0,0.0,0.0,0.0,19800.0,1.0,82300.0,4.0,0.0,0.0,3
C00000786,0.0,0.0,12740.0,3.0,46700.0,3.0,49300.0,4.0,18900.0,1.0,2
C00000787,36270.0,3.0,4800.0,1.0,94300.0,3.0,36800.0,2.0,30800.0,1.0,1
C00000788,10200.0,1.0,2180.0,1.0,50500.0,3.0,12400.0,1.0,0.0,0.0,3
C00000789,25800.0,1.0,0.0,0.0,0.0,0.0,8700.0,1.0,0.0,0.0,3
C00000790,12900.0,1.0,4800.0,1.0,20000.0,1.0,15900.0,1.0,0.0,0.0,3
C00000791,0.0,0.0,0.0,0.0,52200.0,3.0,31600.0,3.0,0.0,0.0,3
C00000792,0.0,0.0,1200.0,1.0,0.0,0.0,0.0,0.0,33600.0,2.0,0
C00000793,27500.0,3.0,10080.0,2.0,52200.0,3.0,18400.0,1.0,16800.0,1.0,1
C00000794,12900.0,1.0,24400.0,4.0,137000.0,7.0,92500.0,6.0,85300.0,3.0,2
C00000795,23400.0,2.0,0.0,0.0,0.0,0.0,40500.0,3.0,0.0,0.0,1
C00000796,18000.0,2.0,0.0,0.0,0.0,0.0,45200.0,3.0,0.0,0.0,1
C00000797,7800.0,1.0,0.0,0.0,18100.0,1.0,39900.0,3.0,50800.0,2.0,0
C00000798,0.0,0.0,0.0,0.0,49500.0,2.0,18700.0,2.0,0.0,0.0,3
C00000799,9800.0,1.0,2180.0,1.0,56000.0,3.0,48100.0,3.0,0.0,0.0,3
C00000800,11780.0,1.0,4800.0,1.0,18100.0,1.0,55800.0,3.0,0.0,0.0,3
C00000801,0.0,0.0,0.0,0.0,50800.0,3.0,27400.0,3.0,0.0,0.0,3
C00000802,9800.0,1.0,2400.0,2.0,14300.0,1.0,19900.0,2.0,0.0,0.0,3
C00000803,6800.0,1.0,0.0,0.0,123200.0,4.0,0.0,0.0,0.0,0.0,3
C00000804,0.0,0.0,0.0,0.0,48400.0,3.0,7600.0,1.0,31000.0,1.0,0
C00000805,0.0,0.0,980.0,1.0,32400.0,2.0,28600.0,2.0,33600.0,2.0,0
C00000806,0.0,0.0,0.0,0.0,86000.0,3.0,0.0,0.0,77800.0,1.0,0
C00000807,8800.0,1.0,980.0,1.0,53900.0,2.0,96300.0,3.0,18900.0,1.0,2
C00000808,10200.0,1.0,0.0,0.0,0.0,0.0,15900.0,1.0,0.0,0.0,3
C00000809,0.0,0.0,0.0,0.0,16500.0,1.0,16000.0,1.0,0.0,0.0,3
C00000810,6800.0,1.0,0.0,0.0,20000.0,1.0,7600.0,1.0,30800.0,1.0,0
C00000811,5890.0,1.0,0.0,0.0,34300.0,2.0,0.0,0.0,0.0,0.0,3
C00000812,20400.0,2.0,6540.0,3.0,42900.0,2.0,15900.0,1.0,0.0,0.0,1
C00000813,17600.0,1.0,0.0,0.0,33000.0,2.0,18400.0,1.0,83200.0,1.0,0
C00000814,0.0,0.0,0.0,0.0,89600.0,5.0,53700.0,3.0,47800.0,2.0,2
C00000815,24680.0,2.0,9580.0,2.0,14300.0,1.0,59900.0,3.0,0.0,0.0,1
C00000816,14690.0,2.0,5280.0,1.0,14300.0,1.0,7600.0,1.0,31000.0,1.0,0
C00000817,10200.0,1.0,0.0,0.0,14300.0,1.0,0.0,0.0,18900.0,1.0,0
C00000818,0.0,0.0,4800.0,1.0,0.0,0.0,47900.0,4.0,90200.0,2.0,0
C00000819,0.0,0.0,1200.0,1.0,20000.0,1.0,16300.0,2.0,0.0,0.0,3
C00000820,0.0,0.0,1200.0,1.0,0.0,0.0,15800.0,1.0,38800.0,2.0,0
C00000821,0.0,0.0,5280.0,1.0,0.0,0.0,24600.0,2.0,20800.0,1.0,0
C00000822,8800.0,1.0,6260.0,2.0,36200.0,1.0,35100.0,3.0,31000.0,1.0,0
C00000823,0.0,0.0,0.0,0.0,34300.0,2.0,15200.0,1.0,0.0,0.0,3
C00000824,0.0,0.0,0.0,0.0,18100.0,1.0,52000.0,4.0,0.0,0.0,3
C00000825,12900.0,1.0,0.0,0.0,33000.0,2.0,0.0,0.0,38900.0,1.0,0
C00000826,0.0,0.0,6000.0,2.0,48400.0,3.0,35200.0,1.0,54100.0,2.0,0
C00000827,17600.0,2.0,980.0,1.0,30800.0,2.0,15900.0,1.0,0.0,0.0,1
C00000828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95700.0,1.0,0
C00000829,6800.0,1.0,0.0,0.0,0.0,0.0,48000.0,1.0,0.0,0.0,3
C00000830,9800.0,1.0,1200.0,1.0,20000.0,1.0,22400.0,2.0,51300.0,2.0,0
